market_id,location_id,district_code,state_name,district_name,population,male,female,literate,workers,households,households_with_internet,households_with_electric_lighting,urban_households,rural_households,households_with_computer,lpg_or_png_households,state_key,district_key,latitude,longitude,literacy_rate,worker_participation_rate,internet_penetration,computer_penetration,lpg_adoption_rate,urban_household_ratio,population_normalized,DSS,market_tier
159,159,159,UTTAR PRADESH,Farrukhabad,1885204,1006240,878964,1092677,592267,411490,2624,88081,94843,316647,18733,59209,UTTAR PRADESH,FARRUKHABAD,35.1174193147541,71.93231998360656,0.48675063243267697,0.13601280953120454,0.028351718861609018,0.12034281408921227,0.19060432164417937,0.23048676760067074,0.16984939754675654,16.904647581846547,Low Potential
160,160,160,UTTAR PRADESH,Kannauj,1656616,881776,774840,1017087,524676,365770,2488,61491,65985,299785,18082,32510,UTTAR PRADESH,KANNAUJ,43.99666294772727,62.86720508636363,0.5440308161257426,0.1422214736579206,0.030829245207906843,0.1352836166280626,0.1148613297201259,0.18040025152418188,0.14916671371636128,15.64184507176775,Low Potential
161,161,161,UTTAR PRADESH,Etawah,1581810,845856,735954,1062003,506072,351126,2964,113098,85483,265643,21506,47520,UTTAR PRADESH,ETAWAH,26.761231856000002,79.09187703028572,0.6398041649711494,0.15005489002295114,0.04037973842628513,0.18041670651573474,0.1788270324756809,0.24345391682757758,0.14239825322579944,18.984354209048227,Medium Potential
162,162,162,UTTAR PRADESH,Auraiya,1379545,740040,639505,930836,442023,314274,2404,65479,58438,255836,14279,32687,UTTAR PRADESH,AURAIYA,26.648151813924052,79.48210147468355,0.6454018527659346,0.1512236417700572,0.03576542881138824,0.11999925144848256,0.1356902354715517,0.18594602162444238,0.12409727922473685,16.4561949448949,Low Potential
163,163,163,UTTAR PRADESH,Kanpur Dehat,1796184,963255,832929,1170243,628864,405256,2682,49753,41323,363933,25354,23831,UTTAR PRADESH,KANPUR DEHAT,26.421388769230767,79.59736886666667,0.6066704972115067,0.22354736454892654,0.029756995556760334,0.18543788758908966,0.07344829320117158,0.1019676451428233,0.1617948517500315,15.973404539067534,Low Potential
164,164,164,UTTAR PRADESH,Kanpur Nagar,4581268,2459806,2121462,3243022,1572232,1049775,33966,517271,684906,364869,93296,421694,UTTAR PRADESH,KANPUR NAGAR,26.673170921474657,79.72727792829494,0.7006780055444373,0.20668574769938197,0.17970006670462543,0.28595458471650387,0.5455928302415894,0.6524312352646996,0.41378975880155017,40.44373377429239,Very High Potential
165,165,165,UTTAR PRADESH,Jalaun,1689974,906092,783882,1075196,620764,396421,2217,104176,91565,304856,18615,42616,UTTAR PRADESH,JALAUN,26.101138378423236,79.33823823624999,0.5811624804751061,0.2654588544492519,0.023782569821371058,0.12581710857473188,0.14050112585219807,0.23097918626914316,0.15218495162567552,18.900895661480977,Medium Potential
166,166,166,UTTAR PRADESH,Jhansi,1998603,1057436,941167,1304513,814914,504913,8517,183340,195321,309592,40774,94342,UTTAR PRADESH,JHANSI,25.495774003061225,78.95114917193877,0.6086653502082018,0.36389118840919776,0.089473384009043,0.2549398174399007,0.24975584841397047,0.386840901303789,0.18010975969911358,28.055696261883355,High Potential
167,167,167,UTTAR PRADESH,Lalitpur,1221592,641011,580581,641191,503351,301832,1079,77082,43819,258013,9906,20720,UTTAR PRADESH,LALITPUR,24.761331743478262,78.73718943043478,0.3954879206071435,0.3743706886117638,0.012027699553478589,0.0718018380898778,0.08700101619294218,0.14517678708685627,0.1098056630460117,15.299073856253464,Low Potential
168,168,168,UTTAR PRADESH,Hamirpur,1104285,593537,510748,653299,443655,311381,1196,55929,55300,256081,11037,20175,UTTAR PRADESH,HAMIRPUR,25.761690619852942,79.92918847647059,0.5067571882638191,0.34931852111231,0.013578064057350708,0.08183362347826673,0.08169229828972391,0.17759593552593125,0.09919170434261443,16.45941349986708,Low Potential
169,169,169,UTTAR PRADESH,Mahoba,875958,466358,409600,488106,349676,246823,1316,42936,48525,198298,11298,12874,UTTAR PRADESH,MAHOBA,25.398675102197803,79.77846186153846,0.44942622797025195,0.3430720577321721,0.022263280868469175,0.1212937193332766,0.06429720551309662,0.1965983721128096,0.07853263583970675,16.461751430365872,Low Potential
170,170,170,UTTAR PRADESH,Banda,1799410,965876,833534,1002937,701689,445625,1655,73522,67569,378056,18612,26907,UTTAR PRADESH,BANDA,26.02145968398058,80.01456647135922,0.44966731907820073,0.3205763648843277,0.012837778654664057,0.10598233938615795,0.07561774099565995,0.1516274894810659,0.16208674081698538,16.120286358958218,Low Potential
171,171,171,UTTAR PRADESH,Chitrakoot,991730,527721,464009,531072,394197,230795,827,41046,23558,207237,9437,11637,UTTAR PRADESH,CHITRAKOOT,25.30780166588235,81.09232345882353,0.41319691392222296,0.3389115663742377,0.012076812797777035,0.1026318730512068,0.06190482452225251,0.10207326848501919,0.08900770746381878,13.757223533860236,Low Potential
172,172,172,UTTAR PRADESH,Fatehpur,2632733,1384722,1248011,1512166,1063929,636540,3385,75263,77733,558807,33501,43492,UTTAR PRADESH,FATEHPUR,25.888470084558822,80.34293543161765,0.47801952156419997,0.35506103260474176,0.022182044771017654,0.14748801428653854,0.08655788450556477,0.12211801300782356,0.23748595747576218,18.054305513765566,Medium Potential
173,173,173,UTTAR PRADESH,Pratapgarh,3209141,1606085,1603056,1931559,1066601,752786,5149,140538,41701,711085,34400,46358,UTTAR PRADESH,PRATAPGARH,22.243641109407665,81.33668067038327,0.5239160275346688,0.18032760755272803,0.031049675923217508,0.12100039922349282,0.077272194713871,0.05539555730313794,0.2896394581901937,14.970810887346895,Low Potential
174,174,174,UTTAR PRADESH,Kaushambi,1599596,838485,761111,813424,639086,380620,1503,43753,30764,349856,15029,22034,UTTAR PRADESH,KAUSHAMBI,25.566968036206895,81.28131928965517,0.36820003690656683,0.34389267064900897,0.014206480943056203,0.09726963136096084,0.07218833172989378,0.08082602070306343,0.14400753374186945,13.905021364779103,Low Potential
175,175,175,UTTAR PRADESH,Allahabad,5954391,3131807,2822584,3665727,2111907,1248570,24122,391542,265304,983266,85491,204357,UTTAR PRADESH,ALLAHABAD,,,0.5468318895124162,0.23467508820181304,0.1037552027072182,0.20801051594419162,0.21784505453362887,0.2124862843092498,0.5380301776741238,26.74541241431162,High Potential
176,176,176,UTTAR PRADESH,Bara Banki,3260699,1707073,1553626,1692458,1192850,714908,3159,108116,79068,635840,26293,60554,UTTAR PRADESH,BARA BANKI,,,0.38575907230207634,0.26181780230658636,0.016944231188290845,0.08692579670233624,0.109106854777501,0.1105988462851164,0.29430443541090306,15.97596665383728,Low Potential
177,177,177,UTTAR PRADESH,Faizabad,2470996,1259628,1211368,1450901,831209,589666,4746,127754,79288,510378,28625,58328,UTTAR PRADESH,FAIZABAD,,,0.4993676997367941,0.19012409588376,0.038091395512791254,0.1318794747750266,0.12868030924456314,0.134462560161176,0.22285196428855794,16.33400674701317,Low Potential
178,178,178,UTTAR PRADESH,Ambedkar Nagar,2397888,1212410,1185478,1486939,787398,566590,2509,99581,65031,501559,27308,21512,UTTAR PRADESH,AMBEDKAR NAGAR,26.640464212393162,85.54578396324787,0.5542852295135519,0.170606352815037,0.016999552403682432,0.13055251522691855,0.04475660685249077,0.1147761167687393,0.21623713914693837,14.799576944420433,Low Potential
179,179,179,UTTAR PRADESH,Sultanpur,3797117,1914586,1882531,2239902,1242632,889628,5956,233701,49891,839737,44008,55055,UTTAR PRADESH,SULTANPUR,29.610733356018518,78.62361116574074,0.5039085438050488,0.16789165534958939,0.030204970966072504,0.13540751681320504,0.07769010480005424,0.05608074386147918,0.34283963364936254,15.566119418163291,Low Potential
180,180,180,UTTAR PRADESH,Bahraich,3487731,1843884,1643847,1398368,1152160,760262,2681,85814,61742,698520,35463,38940,UTTAR PRADESH,BAHRAICH,27.618717605263157,81.51432415421053,0.1887954278801111,0.17541619709815037,0.011745608478930629,0.12462550821953769,0.06300336661699883,0.08121147709605372,0.31484633207819224,12.65963925846705,Low Potential
181,181,181,UTTAR PRADESH,Shrawasti,1117361,593897,523464,423313,403755,257274,624,20419,8504,248770,10074,4828,UTTAR PRADESH,SHRAWASTI,,,0.15195955792597365,0.2509091788331591,0.005331408537752673,0.0960131297188562,0.018317329538165318,0.033054253441855766,0.10037482320172447,8.436090990976313,Low Potential
182,182,182,UTTAR PRADESH,Balrampur,2148665,1114721,1033944,868357,760253,445838,1551,57400,35768,410070,15510,16229,UTTAR PRADESH,BALRAMPUR,27.387734154335263,82.36266797151163,0.19412981057944373,0.2325933169351999,0.011468449796539017,0.07932389487822647,0.04259980537664943,0.0802264499661312,0.1936873967621124,11.098574376669438,Low Potential
183,183,183,UTTAR PRADESH,Gonda,3433919,1787146,1646773,1679994,1170552,726372,4313,104084,52794,673578,31811,45517,UTTAR PRADESH,GONDA,26.965594126000003,81.92267758767909,0.33604236213230615,0.20106583921142962,0.025793598958227547,0.11373159025453683,0.07876145388507617,0.07268176636764632,0.3099774125273793,14.287853243935785,Low Potential
184,184,184,UTTAR PRADESH,Siddharthnagar,2559297,1295095,1264202,1228926,878898,513513,2434,93088,33348,480165,24662,25883,UTTAR PRADESH,SIDDHARTHNAGAR,,,0.3209432742981974,0.20723794333968315,0.018815203317723607,0.12989896741722476,0.06188061469581128,0.0649409070461702,0.2308414548344647,12.775406186742197,Low Potential
185,185,185,UTTAR PRADESH,Basti,2464464,1255272,1209192,1393783,783688,545025,3423,108101,31065,513960,30244,37593,UTTAR PRADESH,BASTI,26.841454512727275,82.60948489890909,0.46331248941283293,0.14533805659047982,0.027790222714164522,0.1584193456496994,0.08745176800247198,0.05699738544103482,0.22226094774009458,13.369619960192436,Low Potential
186,186,186,UTTAR PRADESH,Sant Kabir Nagar,1715183,869656,845527,954949,539469,352151,2031,79525,27179,324972,19729,17671,UTTAR PRADESH,SANT KABIR NAGAR,,,0.4486538025278713,0.13688857085064354,0.02480135696200495,0.16045657901954105,0.0615727192145021,0.07717995973318265,0.1544658665323217,12.300283492173003,Low Potential
187,187,187,UTTAR PRADESH,Mahrajganj,2684703,1381754,1302949,1419144,994253,607079,2694,91844,34033,573046,27339,23647,UTTAR PRADESH,MAHRAJGANJ,,,0.40169534572727866,0.272809360819842,0.017054298267670773,0.11846645409971382,0.04611234959607538,0.05606024916032345,0.24218821253143283,14.100609747268965,Low Potential
188,188,188,UTTAR PRADESH,Gorakhpur,4440895,2277777,2163118,2700328,1351629,951128,14597,296619,189170,761958,65360,149727,UTTAR PRADESH,GORAKHPUR,27.567863188719514,82.61314007560975,0.5341997122021909,0.11213198034154026,0.08061100421411543,0.20895524334715998,0.20923590340819018,0.19889015989435702,0.4010887842214144,21.88437443718536,Medium Potential
189,189,189,UTTAR PRADESH,Kushinagar,3564544,1818055,1746489,1954820,1116973,785099,3486,127331,42775,742324,35931,29304,UTTAR PRADESH,KUSHINAGAR,,,0.43471989053941945,0.13404147088553275,0.01706921918968887,0.12126510588337874,0.0438722538724185,0.054483574682938074,0.32179638629391727,13.453117537018034,Low Potential
190,190,190,UTTAR PRADESH,Deoria,3100946,1537436,1563510,1875239,876246,665706,4469,150001,67928,597778,36068,60348,UTTAR PRADESH,DEORIA,134.89095041818183,82.8390308961039,0.5286495265975613,0.059078541033819376,0.03031123782395126,0.1534107555361836,0.11730076728294417,0.10203903825412419,0.27984995490467734,14.697343419200989,Low Potential
191,191,191,UTTAR PRADESH,Azamgarh,4613913,2285004,2328909,2771917,1372032,971458,6652,183381,80434,891024,47324,49699,UTTAR PRADESH,AZAMGARH,20.618097443243244,59.52841360972973,0.522049476267956,0.0951068708622117,0.031093453420646323,0.13252887866492788,0.0629207510479995,0.08279719761430757,0.4167434843411378,16.18840025599615,Low Potential
192,192,192,UTTAR PRADESH,Mau,2205968,1114709,1091259,1363044,696747,451528,2656,149908,99321,352207,26716,40087,UTTAR PRADESH,MAU,25.0163804,66.8875649421875,0.5505925189695167,0.140104908978958,0.02547037890053877,0.17246732572533405,0.11472332120951598,0.21996642511649334,0.1988721826280946,17.531466041166098,Medium Potential
193,193,193,UTTAR PRADESH,Ballia,3239774,1672902,1566872,1963590,1019483,629381,4672,119972,64454,564927,42969,62157,UTTAR PRADESH,BALLIA,26.26647601958763,86.18443734158076,0.5309130410475063,0.13725768941479732,0.034447562474773805,0.20724912045627253,0.12846265021937975,0.102408556979,0.2924111376037084,16.80336376795842,Low Potential
194,194,194,UTTAR PRADESH,Jaunpur,4494204,2220465,2273739,2731677,1437375,1006670,8002,181467,80582,926088,52398,56508,UTTAR PRADESH,JAUNPUR,25.977339633333333,82.08875762600474,0.533804140176279,0.1498025429266917,0.03751088371086575,0.14527583099486766,0.06977019512039319,0.08004807931099565,0.4059121922407091,17.203371206314017,Low Potential
195,195,195,UTTAR PRADESH,Ghazipur,3620268,1855075,1765193,2197549,1204602,761640,5309,105767,61467,700173,50180,36798,UTTAR PRADESH,GHAZIPUR,25.576529439999998,83.5854199954,0.5324543223673255,0.1812407060109763,0.031810298023876346,0.19812679469759292,0.05900333375031631,0.0807034819599811,0.32683830395260866,16.809417505015702,Low Potential
196,196,196,UTTAR PRADESH,Chandauli,1952756,1017905,934851,1174606,652543,395759,3492,99602,50822,344937,20762,32433,UTTAR PRADESH,CHANDAULI,25.479589725490197,83.18493319019608,0.5232807716496854,0.18471528712011476,0.04260602103311193,0.146843782875696,0.10531970009342163,0.12841653632640065,0.17596151479749086,15.669889893375178,Low Potential
197,197,197,UTTAR PRADESH,Varanasi,3676841,1921857,1754984,2403903,1220708,755064,19214,336056,316129,438935,57583,202055,UTTAR PRADESH,VARANASI,25.329617286842105,82.93938578684211,0.6104719585747649,0.1794405290290595,0.1394511553010683,0.23777751839079664,0.36094605407971686,0.4186784166640179,0.3319570392857712,30.09893339309817,High Potential
198,198,198,UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),1578213,807099,771114,910146,470608,339507,2896,83220,45997,293510,16198,23178,UTTAR PRADESH,SANT RAVIDAS NAGAR BHADOHI,,,0.4818931834417152,0.09710864193105273,0.04089591839403329,0.12869285076823853,0.08648069841113727,0.13548174264448157,0.14207279601134404,13.301949674488483,Low Potential
199,199,199,UTTAR PRADESH,Mirzapur,2496970,1312302,1184668,1428683,881996,543115,4447,145997,77963,465152,24518,43500,UTTAR PRADESH,MIRZAPUR,25.124649295238097,82.76081368465609,0.47434313593390737,0.23113403831461732,0.03890310603813225,0.11888524842439455,0.10276154924007837,0.14354786739456654,0.22520209653439188,16.664653403890345,Low Potential
200,200,200,UTTAR PRADESH,Sonbhadra,1862559,971344,891215,985708,730399,428088,5149,95582,91040,337048,25220,40467,UTTAR PRADESH,SONBHADRA,24.490276768918918,83.03567176216215,0.4027271337247536,0.3259169982032779,0.06127413501543648,0.17149361905375154,0.12263915363351524,0.212666554540188,0.1678004738266168,19.350323740075826,Medium Potential
201,201,201,UTTAR PRADESH,Etah,1774480,947339,827141,1055202,545984,401998,2635,69591,67752,334246,19712,37027,UTTAR PRADESH,ETAH,27.52041586716418,78.72793612238806,0.511844510915932,0.1202343834163544,0.029388334711052837,0.1337539899431804,0.11930392669102255,0.16853815193110414,0.1598310698811018,14.942091905876737,Low Potential
202,202,202,UTTAR PRADESH,Kanshiram Nagar,1436719,764165,672554,724850,472765,343724,1623,50405,72490,271234,13109,26849,UTTAR PRADESH,KANSHIRAM NAGAR,,,0.36152807165788076,0.17228011431553747,0.01870982624218317,0.0921217447150369,0.10003322334112026,0.21089595140286974,0.12927039314724817,14.188292527275326,Low Potential
203,203,203,BIHAR,Pashchim Champaran,3935042,2061110,1873932,1759481,1478947,936134,3495,57546,96620,839514,41143,38414,BIHAR,PASHCHIM CHAMPARAN,28.147361045564516,84.2034506782258,0.265828006045793,0.2862035336758634,0.01295170278604595,0.11432584036069199,0.048979997131638,0.10321171968970254,0.35531911274409744,15.840157419792247,Low Potential
204,204,204,BIHAR,Purba Champaran,5099371,2681209,2418162,2276957,1737539,1243825,7719,74979,101565,1142260,70258,52358,BIHAR,PURBA CHAMPARAN,,,0.2648037118695273,0.2007166714154538,0.027355677545210455,0.16221852597066258,0.050439031252564916,0.08165537756517197,0.46066781250769084,16.463137675958944,Low Potential
205,205,205,BIHAR,Sheohar,656246,346673,309573,283698,216372,166000,478,10004,7516,158484,6698,3983,BIHAR,SHEOHAR,26.511529579166666,85.3130836375,0.2411015902403208,0.17387018366456386,0.00797686734318457,0.10056990797720783,0.025515947832942976,0.04527710843373494,0.05865305410425344,7.798075417982677,Low Potential
206,206,206,BIHAR,Sitamarhi,3423574,1803252,1620322,1436794,1114583,856964,3460,66263,49670,807294,42461,39465,BIHAR,SITAMARHI,26.731554424102562,84.84404231333335,0.22004296089062686,0.16376281340891774,0.01472317024470118,0.13571432610546172,0.055888625279018785,0.05796042774258895,0.3090413950451605,12.255698232943338,Low Potential
207,207,207,BIHAR,Madhubani,4487379,2329313,2158066,2155338,1636938,1088786,5319,113281,41234,1047552,65548,47090,BIHAR,MADHUBANI,27.426656917378917,84.76409248490029,0.32116012162256896,0.2592867187625161,0.01966204008124613,0.1764210289152389,0.05203030175956423,0.03787153765753785,0.40529466499893596,15.984193142884484,Low Potential
208,208,208,BIHAR,Supaul,2229076,1155283,1073793,1033283,877682,600102,1845,51028,27815,572287,25078,12111,BIHAR,SUPAUL,27.520517016,84.92630726133333,0.2932045586951401,0.3297997366468427,0.009112674241331907,0.10607213591674791,0.020266500937871544,0.04635045375619478,0.20096299867247477,12.750119681966924,Low Potential
209,209,209,BIHAR,Araria,2811569,1463333,1348236,1195768,1069893,703274,2561,43290,44213,659061,29796,17004,BIHAR,ARARIA,26.07006911532847,86.99304937226277,0.22942534920442742,0.29763000490878844,0.012416302965375332,0.10828038852240371,0.02576980986221354,0.06286738881289512,0.2536670712940403,13.050062519921546,Low Potential
210,210,210,BIHAR,Kishanganj,1690400,866970,823430,745056,529064,445150,1093,58718,43357,401793,14073,11715,BIHAR,KISHANGANJ,25.70632408,87.47470388,0.25519802472587355,0.13312838669644056,0.005505732662529841,0.06719608705195743,0.028714568643402924,0.09739862967539031,0.152223496183184,9.487435832102397,Low Potential
211,211,211,BIHAR,Purnia,3264619,1699370,1565249,1332326,1143318,798596,4170,86058,85749,712847,33664,33688,BIHAR,PURNIA,26.792408397761196,86.05139174179104,0.20075505243790587,0.22379991997646465,0.021621899821899545,0.10746441386901773,0.050562524544498944,0.10737469258548753,0.2946591177241267,13.699995353020803,Low Potential
212,212,212,BIHAR,Katihar,3071029,1600430,1470599,1280190,1013566,738070,2941,60900,69838,668232,27263,32570,BIHAR,KATIHAR,24.471939330769228,83.94869993846154,0.21534626638613924,0.17467245634286777,0.014415609500967461,0.08753736016836733,0.053240080164673784,0.09462246128416003,0.27714305930143507,12.200134666027525,Low Potential
213,213,213,BIHAR,Madhepura,2001762,1047559,954203,834577,777546,510278,1397,23236,24000,486278,23309,12302,BIHAR,MADHEPURA,25.842818569090912,85.57789176181818,0.21544785185978138,0.31686447341017265,0.007150790097805084,0.12093202724991198,0.025673540106479736,0.04703318583203665,0.18039558659387717,11.789239778746472,Low Potential
214,214,214,BIHAR,Saharsa,1900661,997174,903487,804996,649898,470697,1668,41342,38046,432651,19415,21651,BIHAR,SAHARSA,27.0804279,86.572775716,0.22647697464615585,0.20363085145662618,0.011846192511999643,0.1040005521917651,0.0558137669984116,0.08082906838157032,0.17124794971907714,10.96036921236828,Low Potential
215,215,215,BIHAR,Darbhanga,3937385,2059949,1877436,1816634,1223640,1002713,6280,127442,95539,907174,53205,59510,BIHAR,DARBHANGA,24.2741604520362,85.78728232081447,0.2895910323866783,0.12775444369404576,0.027688634768815328,0.14913544796628153,0.0741975970395433,0.0952805039926679,0.3555311078103941,14.356267840391817,Low Potential
216,216,216,BIHAR,Muzaffarpur,4801062,2527497,2273565,2509232,1547586,1119394,10290,180651,120700,998694,73012,87796,BIHAR,MUZAFFARPUR,26.35757868197425,84.45958323733906,0.3917516587025989,0.15592428067920272,0.04475531225891901,0.19560687986544859,0.1004733380185543,0.10782619881828918,0.433676759911923,18.094677624989178,Medium Potential
217,217,217,BIHAR,Gopalganj,2562012,1267666,1294346,1382998,728201,554058,3707,69375,38133,515925,33596,31193,BIHAR,GOPALGANJ,28.1788238,82.7170567671875,0.42038240136197375,0.06311215220712185,0.030179932047119287,0.17807693226944876,0.06999817615921626,0.0688249244663916,0.2310871085284448,12.294909697194747,Low Potential
218,218,218,BIHAR,Siwan,3330464,1675090,1655374,1930175,932416,674372,3834,52935,41858,632514,37833,42384,BIHAR,SIWAN,28.764065286153844,81.77370629384616,0.48665825870208973,0.05272752894606991,0.02432292010084571,0.16075007917607786,0.07901770307585365,0.06206959956819085,0.30061678530428126,13.333708632458396,Low Potential
219,219,219,BIHAR,Saran,3951862,2022821,1929041,2157454,1040231,777622,4509,94787,76299,701323,37442,51822,BIHAR,SARAN,25.945266230263158,84.6232329868421,0.43059542987423755,0.01196119536846707,0.024982161517389266,0.13037007953456137,0.08423911800826876,0.0981183659927317,0.3568409894044088,13.662621555221467,Low Potential
220,220,220,BIHAR,Vaishali,3495021,1844535,1650486,1926740,1060344,750811,4810,70001,51494,699317,39564,47300,BIHAR,VAISHALI,39.075024501923075,71.90895075192307,0.4395137658526808,0.10976353676187878,0.02852404914062582,0.14773702476602374,0.07922281136672805,0.06858450395638849,0.31550593260456977,14.142693074046553,Low Potential
221,221,221,BIHAR,Samastipur,4261566,2230003,2031563,2142880,1343400,1056465,5379,88021,43486,1012979,50918,46123,BIHAR,SAMASTIPUR,26.72990365111111,101.68035969333333,0.3587281571902104,0.13861906302129257,0.020863628068405304,0.1305504944737785,0.05259189125686995,0.04116179901842464,0.3848630636734375,13.812856628645637,Low Potential
222,222,222,BIHAR,Begusarai,2970541,1567660,1402881,1548673,938182,733625,4644,120373,139248,594377,43127,49493,BIHAR,BEGUSARAI,28.3017548796875,83.2671395890625,0.38958825310917705,0.14006177821397292,0.028080139591200926,0.17100857648903936,0.08537094618311704,0.18980814448798775,0.2680508867781672,16.424991583853,Low Potential
223,223,223,BIHAR,Khagaria,1666886,883786,783100,768028,560805,394703,1580,40641,21007,373696,21654,15401,BIHAR,KHAGARIA,25.496585814285712,86.48003990714285,0.2885492910368334,0.1902519607005344,0.014522181873589952,0.15601419571747302,0.04620476287080453,0.05322229625819921,0.15009594518493424,10.833771495617226,Low Potential
224,224,224,BIHAR,Bhagalpur,3037766,1615663,1422103,1573066,983528,653161,6764,174534,130634,522527,46929,63241,BIHAR,BHAGALPUR,36.72559707926829,74.08474215325202,0.3837393129090851,0.15939312022018648,0.05153265512818354,0.2209160543503093,0.12579696639684626,0.20000275582896102,0.2741334170094056,18.322127877451607,Medium Potential
225,225,225,BIHAR,Banka,2034763,1067140,967623,965321,771080,444096,1704,62359,18492,425604,22300,15459,BIHAR,BANKA,49.31990307981221,60.943021065258215,0.31132657080909626,0.29378443942897103,0.013555078256336426,0.13825956283850557,0.04040899653840872,0.04163964548205793,0.18338152307823713,12.568253527017891,Low Potential
226,226,226,BIHAR,Munger,1367765,729041,638724,801817,426658,308063,2653,90461,85782,222281,17946,49141,BIHAR,MUNGER,69.05963691741177,42.20922502235294,0.4977862675142379,0.13058733871034445,0.04137281962838259,0.1689766281471903,0.21212144266203706,0.2784560300977397,0.12303142268142724,18.20954407773337,Medium Potential
227,227,227,BIHAR,Lakhisarai,1000912,526345,474567,507270,326576,207645,1186,44491,31763,175882,8862,12938,BIHAR,LAKHISARAI,80.69692877888889,30.57688421,0.36534733692996174,0.16550934175079646,0.024476617778109423,0.10946879083414099,0.07827234188756084,0.15296780562980086,0.08983849649443583,12.377640227534101,Low Potential
228,228,228,BIHAR,Sheikhpura,636342,329743,306599,328676,224655,132638,631,20065,24345,108293,8873,6803,BIHAR,SHEIKHPURA,75.55438407407408,35.223988464814816,0.381524598398515,0.23068298203908055,0.01891663104332091,0.20199403535838445,0.0631008431623262,0.18354468553506537,0.056852136562824375,14.344119629823645,Low Potential
229,229,229,BIHAR,Nalanda,2877653,1497060,1380593,1519933,1045420,616663,4156,101378,102522,514141,43848,43761,BIHAR,NALANDA,26.645946279794522,83.03344825181159,0.4009969756325998,0.25563875946752757,0.03046460873720204,0.21807445443750084,0.09019103157683236,0.16625288042253225,0.25964636363767973,18.16731021014273,Medium Potential
230,230,230,BIHAR,Patna,5838465,3078512,2759953,3459679,1881886,1210094,40692,546859,552103,657991,132582,321307,BIHAR,PATNA,27.009448147500002,83.36725870609136,0.5083630070285496,0.15588298533367595,0.18710844376502037,0.3650057180559122,0.35808548685592606,0.4562480270127775,0.5275411721019921,34.9868498502815,High Potential
231,231,231,BIHAR,Bhojpur,2728407,1430380,1298027,1599151,822493,511927,3661,62153,77368,434559,34658,45763,BIHAR,BHOJPUR,25.471667039273928,84.54058649306931,0.49759842515194735,0.10505958582280017,0.032864346148868344,0.20506841396347297,0.11556716752233918,0.15113092296362568,0.24614255840314786,16.27193696489311,Low Potential
232,232,232,BIHAR,Buxar,1706352,887977,818375,989807,538322,334657,1784,46760,35405,299252,19324,27362,BIHAR,BUXAR,25.49862261827957,83.71878337634409,0.48752645789023236,0.13921565396891866,0.022257893772238708,0.16702197762807966,0.10505799402217102,0.10579488849777534,0.15366683604556727,13.621293951737623,Low Potential
233,233,233,BIHAR,Kaimur (Bhabua),1626384,847006,779378,920276,511163,340442,2100,52899,15299,325143,17223,12540,BIHAR,KAIMUR BHABUA,25.08678963853211,83.67007360458716,0.46379541490012083,0.13632491841588856,0.027137759028324403,0.13969512516548202,0.04319650663023197,0.044938638593358046,0.14643131685580643,11.27991090065008,Low Potential
234,234,234,BIHAR,Rohtas,2959918,1543546,1416372,1799832,924879,608061,4594,114893,95678,512383,36279,41659,BIHAR,ROHTAS,25.03320687089202,84.1082151370892,0.5342143625776912,0.13187725202992606,0.035216556503950114,0.17436018571928533,0.08681342072121498,0.15734934488480595,0.2670897158053677,16.932778471666143,Low Potential
235,235,235,BIHAR,Aurangabad,2540073,1318684,1221389,1466002,837770,477297,2362,44456,49006,428291,31168,24106,BIHAR,AURANGABAD,21.40716896969697,78.13886636363637,0.4826528551730373,0.17413685468787787,0.020031651648904206,0.19589908753681437,0.062020310163070656,0.10267401638811893,0.2291020638167581,15.064484672441058,Low Potential
236,236,236,BIHAR,Gaya,4391418,2266566,2124852,2297613,1664062,807571,6856,112617,111282,696289,57011,57738,BIHAR,GAYA,25.03673939710145,83.6113329173913,0.3926925949256476,0.29374006974286027,0.04066078891544647,0.21612735771607222,0.09092311513957378,0.1377984102945747,0.39661209625933214,20.311584130335845,Medium Potential
237,237,237,BIHAR,Nawada,2219146,1144668,1074478,1091012,817041,424874,1841,31162,45323,379551,28411,20522,BIHAR,NAWADA,26.837662472131147,83.48590772786885,0.34004603532161953,0.26754460618325315,0.016444948166005814,0.20189039130736597,0.058985729035843974,0.10667397863837279,0.20006453046576303,14.933911467364942,Low Potential
238,238,238,BIHAR,Jamui,1760405,916064,844341,858588,727571,356760,1839,32633,30851,325909,22414,12984,BIHAR,JAMUI,79.66696112587412,31.11134924055944,0.33351866179473505,0.37742058320671645,0.02123192698982654,0.18644508835648194,0.042590304908008275,0.08647550173786299,0.1585575613202289,15.282558217100114,Low Potential
239,239,239,BIHAR,Jehanabad,1125313,585582,539731,618881,365378,214792,1106,27641,28132,186660,11302,15507,BIHAR,JEHANABAD,25.18316868309859,84.57776335,0.43731588909154523,0.16164140752278655,0.021199545072960426,0.14744409497354574,0.09188634564713179,0.13097322060411934,0.10109432160854943,12.996895609510666,Low Potential
240,240,240,BIHAR,Arwal,700843,363497,337346,386351,236354,144294,413,2203,9960,134334,6378,4176,BIHAR,ARWAL,24.920581312903224,84.41390817903226,0.43948831431472596,0.19220917864626497,0.0078760437152504,0.11528677657152281,0.03232757143229464,0.06902573911597155,0.06268819877844516,10.442694735348926,Low Potential
