location_id,district_code,state_name,district_name,population,male,female,literate,workers,households,households_with_internet,households_with_electric_lighting,urban_households,rural_households,households_with_computer,lpg_or_png_households,state_key,district_key,latitude,longitude
156,156,UTTAR PRADESH,Unnao,3108367,1630087,1478280,1773584,1124744,717356,3476,99466,121039,596317,28719,70484,UTTAR PRADESH,UNNAO,26.77048420814815,80.4056340325926
157,157,UTTAR PRADESH,Lucknow,4589838,2394476,2195362,3127260,1542806,1061721,68506,582769,717566,344155,152257,469747,UTTAR PRADESH,LUCKNOW,26.85982292911392,80.92162120886076
158,158,UTTAR PRADESH,Rae Bareli,3405559,1752542,1653017,1965843,1204710,778418,5184,247856,73393,705025,34788,65080,UTTAR PRADESH,RAE BARELI,26.959701037499997,80.04604463941176
159,159,UTTAR PRADESH,Farrukhabad,1885204,1006240,878964,1092677,592267,411490,2624,88081,94843,316647,18733,59209,UTTAR PRADESH,FARRUKHABAD,35.1174193147541,71.93231998360656
160,160,UTTAR PRADESH,Kannauj,1656616,881776,774840,1017087,524676,365770,2488,61491,65985,299785,18082,32510,UTTAR PRADESH,KANNAUJ,43.99666294772727,62.86720508636363
161,161,UTTAR PRADESH,Etawah,1581810,845856,735954,1062003,506072,351126,2964,113098,85483,265643,21506,47520,UTTAR PRADESH,ETAWAH,26.761231856000002,79.09187703028572
162,162,UTTAR PRADESH,Auraiya,1379545,740040,639505,930836,442023,314274,2404,65479,58438,255836,14279,32687,UTTAR PRADESH,AURAIYA,26.648151813924052,79.48210147468355
163,163,UTTAR PRADESH,Kanpur Dehat,1796184,963255,832929,1170243,628864,405256,2682,49753,41323,363933,25354,23831,UTTAR PRADESH,KANPUR DEHAT,26.421388769230767,79.59736886666667
164,164,UTTAR PRADESH,Kanpur Nagar,4581268,2459806,2121462,3243022,1572232,1049775,33966,517271,684906,364869,93296,421694,UTTAR PRADESH,KANPUR NAGAR,26.673170921474657,79.72727792829494
165,165,UTTAR PRADESH,Jalaun,1689974,906092,783882,1075196,620764,396421,2217,104176,91565,304856,18615,42616,UTTAR PRADESH,JALAUN,26.101138378423236,79.33823823624999
166,166,UTTAR PRADESH,Jhansi,1998603,1057436,941167,1304513,814914,504913,8517,183340,195321,309592,40774,94342,UTTAR PRADESH,JHANSI,25.495774003061225,78.95114917193877
167,167,UTTAR PRADESH,Lalitpur,1221592,641011,580581,641191,503351,301832,1079,77082,43819,258013,9906,20720,UTTAR PRADESH,LALITPUR,24.761331743478262,78.73718943043478
168,168,UTTAR PRADESH,Hamirpur,1104285,593537,510748,653299,443655,311381,1196,55929,55300,256081,11037,20175,UTTAR PRADESH,HAMIRPUR,25.761690619852942,79.92918847647059
169,169,UTTAR PRADESH,Mahoba,875958,466358,409600,488106,349676,246823,1316,42936,48525,198298,11298,12874,UTTAR PRADESH,MAHOBA,25.398675102197803,79.77846186153846
170,170,UTTAR PRADESH,Banda,1799410,965876,833534,1002937,701689,445625,1655,73522,67569,378056,18612,26907,UTTAR PRADESH,BANDA,26.02145968398058,80.01456647135922
171,171,UTTAR PRADESH,Chitrakoot,991730,527721,464009,531072,394197,230795,827,41046,23558,207237,9437,11637,UTTAR PRADESH,CHITRAKOOT,25.30780166588235,81.09232345882353
172,172,UTTAR PRADESH,Fatehpur,2632733,1384722,1248011,1512166,1063929,636540,3385,75263,77733,558807,33501,43492,UTTAR PRADESH,FATEHPUR,25.888470084558822,80.34293543161765
173,173,UTTAR PRADESH,Pratapgarh,3209141,1606085,1603056,1931559,1066601,752786,5149,140538,41701,711085,34400,46358,UTTAR PRADESH,PRATAPGARH,22.243641109407665,81.33668067038327
174,174,UTTAR PRADESH,Kaushambi,1599596,838485,761111,813424,639086,380620,1503,43753,30764,349856,15029,22034,UTTAR PRADESH,KAUSHAMBI,25.566968036206895,81.28131928965517
175,175,UTTAR PRADESH,Allahabad,5954391,3131807,2822584,3665727,2111907,1248570,24122,391542,265304,983266,85491,204357,UTTAR PRADESH,ALLAHABAD,,
176,176,UTTAR PRADESH,Bara Banki,3260699,1707073,1553626,1692458,1192850,714908,3159,108116,79068,635840,26293,60554,UTTAR PRADESH,BARA BANKI,,
177,177,UTTAR PRADESH,Faizabad,2470996,1259628,1211368,1450901,831209,589666,4746,127754,79288,510378,28625,58328,UTTAR PRADESH,FAIZABAD,,
178,178,UTTAR PRADESH,Ambedkar Nagar,2397888,1212410,1185478,1486939,787398,566590,2509,99581,65031,501559,27308,21512,UTTAR PRADESH,AMBEDKAR NAGAR,26.640464212393162,85.54578396324787
179,179,UTTAR PRADESH,Sultanpur,3797117,1914586,1882531,2239902,1242632,889628,5956,233701,49891,839737,44008,55055,UTTAR PRADESH,SULTANPUR,29.610733356018518,78.62361116574074
180,180,UTTAR PRADESH,Bahraich,3487731,1843884,1643847,1398368,1152160,760262,2681,85814,61742,698520,35463,38940,UTTAR PRADESH,BAHRAICH,27.618717605263157,81.51432415421053
181,181,UTTAR PRADESH,Shrawasti,1117361,593897,523464,423313,403755,257274,624,20419,8504,248770,10074,4828,UTTAR PRADESH,SHRAWASTI,,
182,182,UTTAR PRADESH,Balrampur,2148665,1114721,1033944,868357,760253,445838,1551,57400,35768,410070,15510,16229,UTTAR PRADESH,BALRAMPUR,27.387734154335263,82.36266797151163
183,183,UTTAR PRADESH,Gonda,3433919,1787146,1646773,1679994,1170552,726372,4313,104084,52794,673578,31811,45517,UTTAR PRADESH,GONDA,26.965594126000003,81.92267758767909
184,184,UTTAR PRADESH,Siddharthnagar,2559297,1295095,1264202,1228926,878898,513513,2434,93088,33348,480165,24662,25883,UTTAR PRADESH,SIDDHARTHNAGAR,,
185,185,UTTAR PRADESH,Basti,2464464,1255272,1209192,1393783,783688,545025,3423,108101,31065,513960,30244,37593,UTTAR PRADESH,BASTI,26.841454512727275,82.60948489890909
186,186,UTTAR PRADESH,Sant Kabir Nagar,1715183,869656,845527,954949,539469,352151,2031,79525,27179,324972,19729,17671,UTTAR PRADESH,SANT KABIR NAGAR,,
187,187,UTTAR PRADESH,Mahrajganj,2684703,1381754,1302949,1419144,994253,607079,2694,91844,34033,573046,27339,23647,UTTAR PRADESH,MAHRAJGANJ,,
188,188,UTTAR PRADESH,Gorakhpur,4440895,2277777,2163118,2700328,1351629,951128,14597,296619,189170,761958,65360,149727,UTTAR PRADESH,GORAKHPUR,27.567863188719514,82.61314007560975
189,189,UTTAR PRADESH,Kushinagar,3564544,1818055,1746489,1954820,1116973,785099,3486,127331,42775,742324,35931,29304,UTTAR PRADESH,KUSHINAGAR,,
190,190,UTTAR PRADESH,Deoria,3100946,1537436,1563510,1875239,876246,665706,4469,150001,67928,597778,36068,60348,UTTAR PRADESH,DEORIA,134.89095041818183,82.8390308961039
191,191,UTTAR PRADESH,Azamgarh,4613913,2285004,2328909,2771917,1372032,971458,6652,183381,80434,891024,47324,49699,UTTAR PRADESH,AZAMGARH,20.618097443243244,59.52841360972973
192,192,UTTAR PRADESH,Mau,2205968,1114709,1091259,1363044,696747,451528,2656,149908,99321,352207,26716,40087,UTTAR PRADESH,MAU,25.0163804,66.8875649421875
193,193,UTTAR PRADESH,Ballia,3239774,1672902,1566872,1963590,1019483,629381,4672,119972,64454,564927,42969,62157,UTTAR PRADESH,BALLIA,26.26647601958763,86.18443734158076
194,194,UTTAR PRADESH,Jaunpur,4494204,2220465,2273739,2731677,1437375,1006670,8002,181467,80582,926088,52398,56508,UTTAR PRADESH,JAUNPUR,25.977339633333333,82.08875762600474
195,195,UTTAR PRADESH,Ghazipur,3620268,1855075,1765193,2197549,1204602,761640,5309,105767,61467,700173,50180,36798,UTTAR PRADESH,GHAZIPUR,25.576529439999998,83.5854199954
196,196,UTTAR PRADESH,Chandauli,1952756,1017905,934851,1174606,652543,395759,3492,99602,50822,344937,20762,32433,UTTAR PRADESH,CHANDAULI,25.479589725490197,83.18493319019608
197,197,UTTAR PRADESH,Varanasi,3676841,1921857,1754984,2403903,1220708,755064,19214,336056,316129,438935,57583,202055,UTTAR PRADESH,VARANASI,25.329617286842105,82.93938578684211
198,198,UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),1578213,807099,771114,910146,470608,339507,2896,83220,45997,293510,16198,23178,UTTAR PRADESH,SANT RAVIDAS NAGAR BHADOHI,,
199,199,UTTAR PRADESH,Mirzapur,2496970,1312302,1184668,1428683,881996,543115,4447,145997,77963,465152,24518,43500,UTTAR PRADESH,MIRZAPUR,25.124649295238097,82.76081368465609
200,200,UTTAR PRADESH,Sonbhadra,1862559,971344,891215,985708,730399,428088,5149,95582,91040,337048,25220,40467,UTTAR PRADESH,SONBHADRA,24.490276768918918,83.03567176216215
201,201,UTTAR PRADESH,Etah,1774480,947339,827141,1055202,545984,401998,2635,69591,67752,334246,19712,37027,UTTAR PRADESH,ETAH,27.52041586716418,78.72793612238806
202,202,UTTAR PRADESH,Kanshiram Nagar,1436719,764165,672554,724850,472765,343724,1623,50405,72490,271234,13109,26849,UTTAR PRADESH,KANSHIRAM NAGAR,,
203,203,BIHAR,Pashchim Champaran,3935042,2061110,1873932,1759481,1478947,936134,3495,57546,96620,839514,41143,38414,BIHAR,PASHCHIM CHAMPARAN,28.147361045564516,84.2034506782258
204,204,BIHAR,Purba Champaran,5099371,2681209,2418162,2276957,1737539,1243825,7719,74979,101565,1142260,70258,52358,BIHAR,PURBA CHAMPARAN,,
205,205,BIHAR,Sheohar,656246,346673,309573,283698,216372,166000,478,10004,7516,158484,6698,3983,BIHAR,SHEOHAR,26.511529579166666,85.3130836375
206,206,BIHAR,Sitamarhi,3423574,1803252,1620322,1436794,1114583,856964,3460,66263,49670,807294,42461,39465,BIHAR,SITAMARHI,26.731554424102562,84.84404231333335
207,207,BIHAR,Madhubani,4487379,2329313,2158066,2155338,1636938,1088786,5319,113281,41234,1047552,65548,47090,BIHAR,MADHUBANI,27.426656917378917,84.76409248490029
208,208,BIHAR,Supaul,2229076,1155283,1073793,1033283,877682,600102,1845,51028,27815,572287,25078,12111,BIHAR,SUPAUL,27.520517016,84.92630726133333
209,209,BIHAR,Araria,2811569,1463333,1348236,1195768,1069893,703274,2561,43290,44213,659061,29796,17004,BIHAR,ARARIA,26.07006911532847,86.99304937226277
210,210,BIHAR,Kishanganj,1690400,866970,823430,745056,529064,445150,1093,58718,43357,401793,14073,11715,BIHAR,KISHANGANJ,25.70632408,87.47470388
211,211,BIHAR,Purnia,3264619,1699370,1565249,1332326,1143318,798596,4170,86058,85749,712847,33664,33688,BIHAR,PURNIA,26.792408397761196,86.05139174179104
212,212,BIHAR,Katihar,3071029,1600430,1470599,1280190,1013566,738070,2941,60900,69838,668232,27263,32570,BIHAR,KATIHAR,24.471939330769228,83.94869993846154
213,213,BIHAR,Madhepura,2001762,1047559,954203,834577,777546,510278,1397,23236,24000,486278,23309,12302,BIHAR,MADHEPURA,25.842818569090912,85.57789176181818
214,214,BIHAR,Saharsa,1900661,997174,903487,804996,649898,470697,1668,41342,38046,432651,19415,21651,BIHAR,SAHARSA,27.0804279,86.572775716
215,215,BIHAR,Darbhanga,3937385,2059949,1877436,1816634,1223640,1002713,6280,127442,95539,907174,53205,59510,BIHAR,DARBHANGA,24.2741604520362,85.78728232081447
216,216,BIHAR,Muzaffarpur,4801062,2527497,2273565,2509232,1547586,1119394,10290,180651,120700,998694,73012,87796,BIHAR,MUZAFFARPUR,26.35757868197425,84.45958323733906
217,217,BIHAR,Gopalganj,2562012,1267666,1294346,1382998,728201,554058,3707,69375,38133,515925,33596,31193,BIHAR,GOPALGANJ,28.1788238,82.7170567671875
218,218,BIHAR,Siwan,3330464,1675090,1655374,1930175,932416,674372,3834,52935,41858,632514,37833,42384,BIHAR,SIWAN,28.764065286153844,81.77370629384616
219,219,BIHAR,Saran,3951862,2022821,1929041,2157454,1040231,777622,4509,94787,76299,701323,37442,51822,BIHAR,SARAN,25.945266230263158,84.6232329868421
220,220,BIHAR,Vaishali,3495021,1844535,1650486,1926740,1060344,750811,4810,70001,51494,699317,39564,47300,BIHAR,VAISHALI,39.075024501923075,71.90895075192307
221,221,BIHAR,Samastipur,4261566,2230003,2031563,2142880,1343400,1056465,5379,88021,43486,1012979,50918,46123,BIHAR,SAMASTIPUR,26.72990365111111,101.68035969333333
222,222,BIHAR,Begusarai,2970541,1567660,1402881,1548673,938182,733625,4644,120373,139248,594377,43127,49493,BIHAR,BEGUSARAI,28.3017548796875,83.2671395890625
223,223,BIHAR,Khagaria,1666886,883786,783100,768028,560805,394703,1580,40641,21007,373696,21654,15401,BIHAR,KHAGARIA,25.496585814285712,86.48003990714285
224,224,BIHAR,Bhagalpur,3037766,1615663,1422103,1573066,983528,653161,6764,174534,130634,522527,46929,63241,BIHAR,BHAGALPUR,36.72559707926829,74.08474215325202
225,225,BIHAR,Banka,2034763,1067140,967623,965321,771080,444096,1704,62359,18492,425604,22300,15459,BIHAR,BANKA,49.31990307981221,60.943021065258215
226,226,BIHAR,Munger,1367765,729041,638724,801817,426658,308063,2653,90461,85782,222281,17946,49141,BIHAR,MUNGER,69.05963691741177,42.20922502235294
227,227,BIHAR,Lakhisarai,1000912,526345,474567,507270,326576,207645,1186,44491,31763,175882,8862,12938,BIHAR,LAKHISARAI,80.69692877888889,30.57688421
228,228,BIHAR,Sheikhpura,636342,329743,306599,328676,224655,132638,631,20065,24345,108293,8873,6803,BIHAR,SHEIKHPURA,75.55438407407408,35.223988464814816
229,229,BIHAR,Nalanda,2877653,1497060,1380593,1519933,1045420,616663,4156,101378,102522,514141,43848,43761,BIHAR,NALANDA,26.645946279794522,83.03344825181159
230,230,BIHAR,Patna,5838465,3078512,2759953,3459679,1881886,1210094,40692,546859,552103,657991,132582,321307,BIHAR,PATNA,27.009448147500002,83.36725870609136
231,231,BIHAR,Bhojpur,2728407,1430380,1298027,1599151,822493,511927,3661,62153,77368,434559,34658,45763,BIHAR,BHOJPUR,25.471667039273928,84.54058649306931
232,232,BIHAR,Buxar,1706352,887977,818375,989807,538322,334657,1784,46760,35405,299252,19324,27362,BIHAR,BUXAR,25.49862261827957,83.71878337634409
233,233,BIHAR,Kaimur (Bhabua),1626384,847006,779378,920276,511163,340442,2100,52899,15299,325143,17223,12540,BIHAR,KAIMUR BHABUA,25.08678963853211,83.67007360458716
234,234,BIHAR,Rohtas,2959918,1543546,1416372,1799832,924879,608061,4594,114893,95678,512383,36279,41659,BIHAR,ROHTAS,25.03320687089202,84.1082151370892
235,235,BIHAR,Aurangabad,2540073,1318684,1221389,1466002,837770,477297,2362,44456,49006,428291,31168,24106,BIHAR,AURANGABAD,21.40716896969697,78.13886636363637
236,236,BIHAR,Gaya,4391418,2266566,2124852,2297613,1664062,807571,6856,112617,111282,696289,57011,57738,BIHAR,GAYA,25.03673939710145,83.6113329173913
237,237,BIHAR,Nawada,2219146,1144668,1074478,1091012,817041,424874,1841,31162,45323,379551,28411,20522,BIHAR,NAWADA,26.837662472131147,83.48590772786885
238,238,BIHAR,Jamui,1760405,916064,844341,858588,727571,356760,1839,32633,30851,325909,22414,12984,BIHAR,JAMUI,79.66696112587412,31.11134924055944
239,239,BIHAR,Jehanabad,1125313,585582,539731,618881,365378,214792,1106,27641,28132,186660,11302,15507,BIHAR,JEHANABAD,25.18316868309859,84.57776335
240,240,BIHAR,Arwal,700843,363497,337346,386351,236354,144294,413,2203,9960,134334,6378,4176,BIHAR,ARWAL,24.920581312903224,84.41390817903226
241,241,SIKKIM,North  District,43709,24730,18979,30450,23359,13609,116,7826,2066,11543,590,2343,SIKKIM,NORTH  DISTRICT,,
242,242,SIKKIM,West District,136435,70238,66197,93432,70348,33977,286,25272,1886,32091,1956,5337,SIKKIM,WEST DISTRICT,27.26668365813953,88.25955427906977
243,243,SIKKIM,South District,146850,76670,70180,106741,74753,39298,591,27587,8163,31135,2626,10021,SIKKIM,SOUTH DISTRICT,27.22649680851064,88.41819231914894
244,244,SIKKIM,East District,283583,151432,132151,214329,139678,82138,3291,57893,41512,40626,9662,35170,SIKKIM,EAST DISTRICT,27.30246197702703,88.58775561621621
245,245,ARUNACHAL PRADESH,Tawang,49977,29151,20826,26073,28561,13182,96,8635,2452,10730,494,3794,ARUNACHAL PRADESH,TAWANG,27.618619186666667,92.02729362999999
246,246,ARUNACHAL PRADESH,West Kameng,83947,46155,37792,48492,42493,24195,202,14188,6306,17889,887,7133,ARUNACHAL PRADESH,WEST KAMENG,27.288271851666664,92.48469963000001
247,247,ARUNACHAL PRADESH,East Kameng,78690,38775,39915,38449,31710,19718,57,5318,5215,14503,885,3583,ARUNACHAL PRADESH,EAST KAMENG,27.473263,93.060643
248,248,ARUNACHAL PRADESH,Papum Pare,176573,89182,87391,121048,65772,50488,2477,30539,30180,20308,7418,22966,ARUNACHAL PRADESH,PAPUM PARE,27.111182542857144,93.69494047
249,249,ARUNACHAL PRADESH,Upper Subansiri,83448,41758,41690,45278,33370,19214,139,5373,4672,14542,750,3123,ARUNACHAL PRADESH,UPPER SUBANSIRI,27.98591667,94.2265
250,250,ARUNACHAL PRADESH,West Siang,112274,58168,54106,64746,49177,30775,303,14204,8503,22272,1300,6115,ARUNACHAL PRADESH,WEST SIANG,28.16988889,94.79788889
251,251,ARUNACHAL PRADESH,East Siang,99214,50116,49098,62576,40222,29021,450,14231,9524,19497,1582,4866,ARUNACHAL PRADESH,EAST SIANG,28.20700014666667,95.17878681333333
252,252,ARUNACHAL PRADESH,Upper Siang,35320,18699,16621,18195,17644,10751,97,6198,2182,8569,392,1504,ARUNACHAL PRADESH,UPPER SIANG,28.998334,94.814718
253,253,ARUNACHAL PRADESH,Changlang,148226,76948,71278,73174,62966,39920,170,14593,6498,33422,1486,4762,ARUNACHAL PRADESH,CHANGLANG,27.178697,95.87035933333334
254,254,ARUNACHAL PRADESH,Tirap,111975,57604,54371,47974,50169,24920,98,16026,6500,18420,888,3104,ARUNACHAL PRADESH,TIRAP,27.079838000000002,95.53419533499999
255,255,ARUNACHAL PRADESH,Lower Subansiri,83030,41843,41187,54057,30202,23477,381,12493,5365,18112,1598,4211,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.465057889999997,93.69130333499999
256,256,ARUNACHAL PRADESH,Kurung Kumey,92076,45318,46758,36606,38044,19695,95,3911,1092,18603,969,586,ARUNACHAL PRADESH,KURUNG KUMEY,,
257,257,ARUNACHAL PRADESH,Dibang Valley,8004,4414,3590,4436,3555,3230,17,1074,1175,2055,133,605,ARUNACHAL PRADESH,DIBANG VALLEY,28.13655,95.13655
258,258,ARUNACHAL PRADESH,Lower Dibang Valley,54080,28053,26027,31849,22326,15950,207,5932,3950,12000,742,3068,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.13944444,95.84305556
259,259,ARUNACHAL PRADESH,Lohit,145726,76221,69505,83062,60945,44971,312,17157,11372,33599,1471,6549,ARUNACHAL PRADESH,LOHIT,27.858543609999998,96.28755778
260,260,ARUNACHAL PRADESH,Anjaw,21167,11507,9660,9990,10501,6453,27,1949,428,6025,252,476,ARUNACHAL PRADESH,ANJAW,27.794615,96.40631
261,261,NAGALAND,Mon,250260,131753,118507,119626,147654,51022,178,14398,7415,43607,2844,1080,NAGALAND,MON,26.541472167499997,95.001181195
262,262,NAGALAND,Mokokchung,194622,101092,93530,159494,100067,55278,537,40154,17742,37536,2728,7236,NAGALAND,MOKOKCHUNG,26.31631918,94.50780229125
263,263,NAGALAND,Zunheboto,140757,71217,69540,102881,79466,37311,261,28846,6044,31267,2008,1433,NAGALAND,ZUNHEBOTO,26.088174664999997,94.53406172000001
264,264,NAGALAND,Wokha,166343,84505,81838,128208,78412,46669,198,25268,8170,38499,1757,3228,NAGALAND,WOKHA,26.189579600000002,94.18586315
265,265,NAGALAND,Dimapur,378811,197394,181417,278037,151350,111969,3303,71413,62853,49116,12077,42378,NAGALAND,DIMAPUR,25.84462823666667,93.78838962555557
266,266,NAGALAND,Phek,163418,83743,79675,105893,80277,46198,170,36182,7295,38903,1558,2073,NAGALAND,PHEK,25.665034,94.41041025000001
267,267,NAGALAND,Tuensang,196596,101933,94663,117511,98154,50141,155,24998,9451,40690,2251,773,NAGALAND,TUENSANG,25.49259728,86.824708165
268,268,NAGALAND,Longleng,50484,26502,23982,29859,30568,15137,37,6416,2451,12686,635,186,NAGALAND,LONGLENG,26.505519,94.8318985
269,269,NAGALAND,Kiphire,74004,37830,36174,41232,31959,20322,47,14147,4290,16032,478,120,NAGALAND,KIPHIRE,25.848481,94.874246
270,270,NAGALAND,Kohima,267988,138966,129022,197489,114825,76100,1928,50724,44255,31845,7982,20712,NAGALAND,KOHIMA,33.27660615333333,94.10758330375
271,271,NAGALAND,Peren,95219,49714,45505,62204,61390,24277,121,13859,4073,20204,1414,605,NAGALAND,PEREN,25.591634900000003,93.92298015
272,272,MANIPUR,Senapati,479148,247323,231825,264477,233622,39834,256,22798,1826,38008,2170,2430,MANIPUR,SENAPATI,25.325855,94.12465
273,273,MANIPUR,Tamenglong,140651,72371,68280,85006,70675,28101,125,11541,4119,23982,1362,1229,MANIPUR,TAMENGLONG,25.087443999999998,93.8395685
274,274,MANIPUR,Churachandpur,274143,138820,135323,195935,122655,57825,837,29894,4853,52972,4496,13371,MANIPUR,CHURACHANDPUR,24.45643905,93.78678134
275,275,MANIPUR,Bishnupur,237399,118782,118617,156333,109937,56149,676,34364,21172,34977,3447,11393,MANIPUR,BISHNUPUR,24.4952935,93.6239255
276,276,MANIPUR,Thoubal,422168,210845,211323,269304,195319,104263,880,49507,38302,65961,5110,15994,MANIPUR,THOUBAL,24.663243055000002,93.9976734725
277,277,MANIPUR,Imphal West,517992,255054,262938,392626,213387,136801,4913,87078,85746,51055,15066,61736,MANIPUR,IMPHAL WEST,24.767883803846154,93.91508167923077
278,278,MANIPUR,Imphal East,456113,226094,230019,324664,194848,110941,2739,78663,46520,64421,9837,41213,MANIPUR,IMPHAL EAST,24.81837133333333,93.95547633333332
279,279,MANIPUR,Ukhrul,183998,94718,89280,129829,87929,41890,276,14026,5806,36084,2437,1659,MANIPUR,UKHRUL,25.099313555000002,94.36130411
280,280,MANIPUR,Chandel,144182,74579,69603,90302,76238,34160,184,18764,3783,30377,1782,1424,MANIPUR,CHANDEL,24.078468,93.999099
281,281,MIZORAM,Mamit,86364,44828,41536,60191,39339,20855,90,12158,4129,16726,1073,4010,MIZORAM,MAMIT,23.881380825,92.54667495
282,282,MIZORAM,Kolasib,83955,42918,41037,65895,36672,22176,367,14853,12507,9669,1986,8787,MIZORAM,KOLASIB,24.225321,92.676727
283,283,MIZORAM,Aizawl,400309,199270,201039,340595,174636,100911,4019,79804,80341,20570,21093,64710,MIZORAM,AIZAWL,23.744635640555558,92.70367688777779
284,284,MIZORAM,Champhai,125745,63388,62357,100802,60342,31112,186,23948,12717,18395,2263,9115,MIZORAM,CHAMPHAI,23.470632,93.322124
285,285,MIZORAM,Serchhip,64937,32851,32086,54476,32397,15490,131,12315,8018,7472,987,5511,MIZORAM,SERCHHIP,23.437551075,92.81739195
286,286,MIZORAM,Lunglei,161428,82891,78537,121122,78292,38794,482,26394,17315,21479,3725,14037,MIZORAM,LUNGLEI,22.871357422,92.761980756
287,287,MIZORAM,Lawngtlai,117894,60599,57295,62861,45566,27266,162,9283,5273,21993,1329,5213,MIZORAM,LAWNGTLAI,22.528252,92.893438
288,288,MIZORAM,Saiha,56574,28594,27980,42233,19461,12827,168,7400,5784,7043,1194,4783,MIZORAM,SAIHA,22.489779,92.979097
289,289,TRIPURA,West Tripura,1725739,879428,846311,1361354,698178,506637,6394,314567,217016,289621,36186,103228,TRIPURA,WEST TRIPURA,23.844510087619046,91.3027750352381
290,290,TRIPURA,South Tripura,876001,447544,428457,646810,366845,264077,948,133744,44906,219171,10393,20246,TRIPURA,SOUTH TRIPURA,23.183350542,91.549619441
291,291,TRIPURA,Dhalai,378230,194544,183686,276217,155831,103528,273,46875,14071,89457,5067,5532,TRIPURA,DHALAI,23.98684413818182,91.97836297363637
292,292,TRIPURA,North Tripura,693947,352860,341087,520402,248667,192621,997,81601,42184,150437,10310,19631,TRIPURA,NORTH TRIPURA,24.267204297272727,92.2328487981818
293,293,MEGHALAYA,West Garo Hills,643291,324159,319132,358702,255693,157945,1630,51301,18594,139351,8872,10006,MEGHALAYA,WEST GARO HILLS,25.512472202,90.220638899
294,294,MEGHALAYA,East Garo Hills,317917,161223,156694,192147,126073,74216,288,24550,11518,62698,2368,1839,MEGHALAYA,EAST GARO HILLS,25.607616,90.614548
295,295,MEGHALAYA,South Garo Hills,142334,73170,69164,82062,53069,39643,179,10940,3713,35930,1625,482,MEGHALAYA,SOUTH GARO HILLS,25.380915400000003,90.47042163333333
296,296,MEGHALAYA,West Khasi Hills,383461,193715,189746,230678,163345,87131,149,32873,12299,74832,2462,476,MEGHALAYA,WEST KHASI HILLS,25.585419,91.256316
297,297,MEGHALAYA,Ribhoi,258840,132531,126309,155859,106473,63724,291,30676,5736,57988,1906,2319,MEGHALAYA,RIBHOI,,
298,298,MEGHALAYA,East Khasi Hills,825922,410749,415173,578030,326786,215091,5032,135941,108843,106248,19306,41496,MEGHALAYA,EAST KHASI HILLS,25.56649941689655,91.85884554068966
299,299,MEGHALAYA,Jaintia Hills,395124,196285,198839,187527,154180,83717,510,41677,7171,76546,4333,7150,MEGHALAYA,JAINTIA HILLS,,
300,300,ASSAM,Kokrajhar,887142,452905,434237,489305,341131,222011,1218,41373,17115,204896,14063,15089,ASSAM,KOKRAJHAR,26.407455847524755,90.39671754356436
301,301,ASSAM,Dhubri,1949258,997848,951410,922341,669819,521019,1828,72232,60417,460602,26263,28963,ASSAM,DHUBRI,27.023568342276423,90.27171026829268
302,302,ASSAM,Goalpara,1008183,513292,494891,563577,362573,268114,1364,78641,39504,228610,13524,21455,ASSAM,GOALPARA,26.11445286699029,90.78422863495145
303,303,ASSAM,Barpeta,1693622,867004,826618,897058,561824,499381,2078,84804,52192,447189,25286,50806,ASSAM,BARPETA,26.338750326666666,91.00728262333334
304,304,ASSAM,Morigaon,957423,486651,470772,539902,351148,257481,1421,52404,25275,232206,15145,20083,ASSAM,MORIGAON,,
305,305,ASSAM,Nagaon,2823768,1439112,1384656,1710716,979998,799185,5121,195631,124186,674999,45956,89206,ASSAM,NAGAON,26.2750009,92.6340620888889
306,306,ASSAM,Sonitpur,1924110,983904,940206,1108572,770606,547853,4358,133368,64528,483325,31254,70047,ASSAM,SONITPUR,26.736480478947367,92.49161627763158
307,307,ASSAM,Lakhimpur,1042137,529674,512463,683486,429995,327933,1948,60296,34694,293239,15011,32104,ASSAM,LAKHIMPUR,27.200101515151516,94.06668653030304
308,308,ASSAM,Dhemaji,686133,351249,334884,423028,316800,228262,1192,28195,16504,211758,10410,16547,ASSAM,DHEMAJI,27.51174319090909,94.62088248636364
309,309,ASSAM,Tinsukia,1327929,680231,647698,798322,557196,381614,5135,161718,90910,290704,27948,70471,ASSAM,TINSUKIA,27.377936524615386,95.2933229076923
310,310,ASSAM,Dibrugarh,1326335,676434,649901,884531,560557,377015,8817,136685,77163,299852,34479,76292,ASSAM,DIBRUGARH,29.56743851186441,92.68635433220338
311,311,ASSAM,Sivasagar,1151050,589216,561834,813505,485717,405229,5146,123430,45047,360182,22124,61450,ASSAM,SIVASAGAR,26.127580075862067,93.92793983103448
312,312,ASSAM,Jorhat,1092256,556805,535451,794929,498618,367154,5651,122063,80824,286330,26357,71639,ASSAM,JORHAT,26.4238633,94.01137266756757
313,313,ASSAM,Golaghat,1066888,543161,523727,721764,479928,327083,3073,82345,34190,292893,17636,40889,ASSAM,GOLAGHAT,26.447064345833336,93.81033795
314,314,ASSAM,Karbi Anglong,956313,490167,466146,557214,383441,252876,1923,53918,37185,215691,11340,18763,ASSAM,KARBI ANGLONG,26.003356925000002,93.15015971666666
